x_albumin_before_hydrolysis_LDA,y_albumin_before_hydrolysis_LDA,x_albumin_after_hydrolysis_LDA,y_albumin_after_hydrolysis_LDA,x_fibrinogen_before_hydrolysis_LDA,y_fibrinogen_before_hydrolysis_LDA,x_fibrinogen_after_hydrolysis_LDA,y_fibrinogen_after_hydrolysis_LDA,x_fibrinogen&albumin_before_hydrolysis_LDA,y_fibrinogen&albumin_before_hydrolysis_LDA,x_fibrinogen&albumin_after_hydrolysis_LDA,y_fibrinogen&albumin_after_hydrolysis_LDA
,,,,232.0,0.3571475665440585,,,232,0.9084695334916333,232.0,0.16369686896338717
,,,,233.0,0.37802416260367716,,,233,0.9185749161007024,233.0,0.14930865613272123
,,,,234.0,0.3584769958655751,,,234,0.9106295966210272,234.0,0.14891783837346734
,,,,235.0,0.3536323674535242,,,235,0.8863489956587974,235.0,0.13762337651455347
,,,,236.0,0.33447122461078144,,,236,0.8905771158983302,236.0,0.14913728212784116
,,,,237.0,0.29389551743778985,,,237,0.8613080415891936,237.0,0.13101778859248794
,,,,238.0,0.3046838459287851,,,238,0.8092951987696373,238.0,0.14823147502448655
,,,,239.0,0.3040530190849799,,,239,0.8129222285109697,239.0,0.15982483507891748
,,,,240.0,0.29631186738284626,,,240,0.7584006215999894,240.0,0.1274947946066944
,,,,241.0,0.24324286340986231,,,241,0.6882761124821051,241.0,0.1293117368095288
,,,,242.0,0.274185671678456,,,242,0.6058549978137292,242.0,0.15394236848661347
,,,,243.0,0.2410526821443177,,,243,0.6779758377942915,243.0,0.15609472032402152
,,,,244.0,0.23839624339147256,,,244,0.7304637633815404,244.0,0.17808176092811578
,,,,245.0,0.21392203389733364,,,245,0.7854248264820581,245.0,0.16120362902693397
,,,,246.0,0.22911785851020533,,,246,0.8001669783406118,246.0,0.1751993279572675
,,,,247.0,0.21276200261608308,,,247,0.7963242880513103,247.0,0.16860642306451554
,,,,248.0,0.19207295291543747,,,248,0.8197323150305561,248.0,0.1990730659703033
,,,,249.0,0.20650001382102623,,,249,0.8107409120235586,249.0,0.18866055623564798
,,,,250.0,0.21285728347123192,,,250,0.8180590334438328,250.0,0.16768460838989557
,,,,251.0,0.19635635543602792,,,251,0.8395293632545425,251.0,0.17551578698566547
,,,,252.0,0.17270460015003564,,,252,0.8194663702178546,252.0,0.16616354953055446
,,,,253.0,0.20307177175022006,,,253,0.827969846230221,253.0,0.21629173748015745
,,,,254.0,0.15419046321165894,,,254,0.8447919842233467,254.0,0.2084193964850785
,,,,255.0,0.17482834057792182,,,255,0.8185923208399143,255.0,0.21236910782999296
,,,,256.0,0.14641164584418756,,,256,0.7851440113247273,256.0,0.22757225423930788
,,,,257.0,0.15165354824582558,,,257,0.7890276741597647,257.0,0.2469585503871696
,,,,258.0,0.14283991146869632,,,258,0.781417065451064,258.0,0.25777381967859986
,,,,259.0,0.14181582904910836,,,259,0.7755982549191814,259.0,0.2987376818794623
,,,,260.0,0.14442401509561345,,,260,0.764320597498466,260.0,0.2728696903671235
,,,,261.0,0.13561691996723696,,,261,0.7217704404072213,261.0,0.29674264488979374
,,,,262.0,0.11943847827578528,,,262,0.7217836041603528,262.0,0.3017816785488846
,,,,263.0,0.12931511030197312,,,263,0.7114519056956049,263.0,0.3272578963233905
,,,,264.0,0.15568759591191647,,,264,0.6719868536240425,264.0,0.3474309735952396
,,,,265.0,0.1363307655841011,,,265,0.6756421255369519,265.0,0.3802038444198751
,,,,266.0,0.11062465284541179,,,266,0.6260587968833955,266.0,0.3980161526459516
,,,,267.0,0.11810821542046333,,,267,0.6318144532052045,267.0,0.41817020917206615
,,,,268.0,0.12051005628139085,,,268,0.5847267159874167,268.0,0.5201685102028358
,,,,269.0,0.13013043157816123,,,269,0.5769199915298763,269.0,0.5388064269567003
,,,,270.0,0.11529795042546173,,,270,0.5666835635203938,270.0,0.6237792335094733
,,,,271.0,0.09873482445435619,,,271,0.5021542411168269,,
,,,,272.0,0.11620599774894241,,,272,0.4595220177689001,,
,,,,273.0,0.10052763780183219,,,273,0.4668856791355632,,
,,,,274.0,0.113559013407481,,,274,0.47684392790550195,,
,,,,275.0,0.10282049399534439,,,275,0.43815905298565255,,
,,,,276.0,0.09282049264669848,,,276,0.4070410877465878,,
,,,,277.0,0.08485645096590017,,,277,0.41204329836571885,,
,,,,278.0,0.09539961974053589,,,278,0.3831448647593443,,
,,,,279.0,0.0965630889825182,,,279,0.3798788694155895,,
,,,,280.0,0.09210216186934006,,,280,0.37205857251181995,,
,,,,281.0,0.09689919703862934,,,281,0.29239917583299857,,
,,,,282.0,0.0903419053911858,,,282,0.31537825548331366,,
,,,,283.0,0.09642924252102178,,,283,0.33954114175372785,,
,,,,284.0,0.0922409171358371,,,284,0.3193970000819014,,
,,,,285.0,0.10434238577681124,,,285,0.2812149303178168,,
,,,,286.0,0.09591854001623584,,,286,0.28130386875669067,,
,,,,287.0,0.09523129162696373,,,287,0.26548295344173933,,
,,,,288.0,0.07840673243967546,,,288,0.2681651030884283,,
,,,,289.0,0.09299072740660952,,,289,0.2420341830405934,,
,,,,290.0,0.09683087982920062,,,290,0.25527801903325914,,
,,,,291.0,0.08193085077467677,,,291,0.2386290130214905,,
,,,,292.0,0.08576931566351019,,,292,0.20385847692553427,,
,,,,293.0,0.09016553788624856,,,293,0.22220202579608667,,
,,,,294.0,0.09385591164896107,,,294,0.23803419562606418,,
,,,,295.0,0.07968167753295492,,,295,0.21910613453132005,,
,,,,296.0,0.07820605341737939,,,296,0.18644320224895827,,
,,,,297.0,0.08386343138458408,,,297,0.19959713492224315,,
,,,,298.0,0.08681058029410443,,,298,0.20274095070844317,,
,,,,299.0,0.08644220930827742,,,299,0.1929055375481977,,
,,,,300.0,0.09692358356887194,,,300,0.19323192213071833,,
,,,,301.0,0.09033190147311108,,,301,0.17100657493330226,,
,,,,302.0,0.08064865713932534,,,302,0.16782801115739368,,
,,,,303.0,0.08333326383493159,,,303,0.16874898740195243,,
,,,,304.0,0.1111988306091279,,,304,0.1689217797815238,,
,,,,305.0,0.09641359716033565,,,305,0.15803875887853483,,
,,,,306.0,0.10039594749278813,,,306,0.18135788606225384,,
,,,,307.0,0.10210473011849974,,,307,0.14352894444832706,,
,,,,308.0,0.0962004781282973,,,308,0.16440406750724387,,
,,,,309.0,0.10602203255517673,,,309,0.14400594690026633,,
,,,,310.0,0.11815860685368812,,,310,0.15064836766742717,,
,,,,311.0,0.09984137153137143,,,311,0.15415286105423628,,
,,,,312.0,0.1029935096656136,,,312,0.1392611785524772,,
,,,,313.0,0.10734023613972546,,,313,0.15976534452582394,,
,,,,314.0,0.09132651625090886,,,314,0.14855496266485102,,
,,,,315.0,0.10526431210133372,,,315,0.12591614898403514,,
,,,,316.0,0.10610905789461815,,,316,0.1589171702636517,,
,,,,317.0,0.11449121206240788,,,317,0.12470835168131814,,
,,,,318.0,0.10709326075195014,,,318,0.13487735926830952,,
,,,,319.0,0.13038933379929774,,,319,0.1386114181485774,,
,,,,320.0,0.10859369199753661,,,320,0.12436132357777459,,
,,,,321.0,0.11325152527369996,,,321,0.13719396382443452,,
,,,,322.0,0.1073680231250901,,,322,0.10691307866840859,,
,,,,323.0,0.13062072302191804,,,323,0.12152565856090213,,
,,,,324.0,0.1226073067903064,,,324,0.12711514892505535,,
,,,,325.0,0.13052927129862996,,,325,0.13689173095814766,,
,,,,326.0,0.13597311992816283,,,326,0.1337756701957971,,
,,,,327.0,0.13540290230740454,,,327,0.12884822871446236,,
,,,,328.0,0.1408235427181195,,,328,0.11228082485138577,,
,,,,329.0,0.15932537641053465,,,329,0.1220905311009913,,
,,,,330.0,0.16945276600938697,,,330,0.11259611248077651,,
,,,,331.0,0.16669054125176913,,,331,0.11731940104600956,,
,,,,332.0,0.17879910555881384,,,332,0.12024094307786028,,
,,,,333.0,0.18003727901580716,,,333,0.11757366112304111,,
,,,,334.0,0.20977721743993796,,,334,0.11561850041035909,,
,,,,335.0,0.22370875296240625,,,335,0.12130900786640018,,
,,,,336.0,0.25666453947049367,,,336,0.11353055458690939,,
,,,,337.0,0.2670793594633856,,,337,0.1275237981734921,,
,,,,338.0,0.33522792215626007,,,338,0.1230455445368317,,
,,,,339.0,0.4263242987531446,,,339,0.12431675203169046,,
,,,,340.0,0.529766610595747,,,340,0.120933800095094,,
,,,,,,,,341,0.12868237805280927,,
,,,,,,,,342,0.131944971335652,,
,,,,,,,,343,0.1322212326177763,,
,,,,,,,,344,0.12419627060129837,,
,,,,,,,,345,0.1315511523472309,,
,,,,,,,,346,0.1391119559900799,,
,,,,,,,,347,0.13353321827588985,,
,,,,,,,,348,0.13716496315327573,,
,,,,,,,,349,0.14108147517301986,,
,,,,,,,,350,0.14329403818309347,,
,,,,,,,,351,0.13121214366795703,,
,,,,,,,,352,0.14447612086024086,,
,,,,,,,,353,0.1490898895179049,,
,,,,,,,,354,0.13831373716927528,,
,,,,,,,,355,0.15194147661109542,,
,,,,,,,,356,0.14964741186218944,,
,,,,,,,,357,0.15422341605651915,,
,,,,,,,,358,0.1420299185409032,,
,,,,,,,,359,0.16989943583749273,,
,,,,,,,,360,0.14044428558108524,,
,,,,,,,,361,0.16912544965390028,,
,,,,,,,,362,0.16925592434248798,,
,,,,,,,,363,0.18250558187894447,,
,,,,,,,,364,0.16628936631188015,,
,,,,,,,,365,0.17751548864434202,,
,,,,,,,,366,0.17805060176078502,,
,,,,,,,,367,0.18672118381888755,,
,,,,,,,,368,0.1874763012084565,,
,,,,,,,,369,0.17418661232817267,,
,,,,,,,,370,0.1741182102495587,,
,,,,,,,,371,0.17886292028418835,,
,,,,,,,,372,0.18377523179156174,,
,,,,,,,,373,0.1973435006009049,,
,,,,,,,,374,0.20100539631184944,,
,,,,,,,,375,0.1966886765181578,,
,,,,,,,,376,0.21775007185547887,,
,,,,,,,,377,0.222215042294042,,
,,,,,,,,378,0.22334310477095703,,
,,,,,,,,379,0.24221637651053465,,
,,,,,,,,380,0.25533505126143186,,
,,,,,,,,381,0.25662872115584984,,
,,,,,,,,382,0.2883151575255522,,
,,,,,,,,383,0.3249887783716746,,
,,,,,,,,384,0.3119301570249963,,
,,,,,,,,385,0.3757080770432309,,
,,,,,,,,386,0.4301304799061837,,
,,,,,,,,387,0.535890108215217,,
,,,,,,,,388,0.7398506064831457,,
